480241,1,4,2,2,0
494780,1,4,2,2,0
497455,1,4,2,3,0
497638,1,4,2,3,0
504722,1,4,2,2,0
509617,1,4,2,3,0
512747,1,4,2,2,0
528912,1,4,2,2,0
538388,1,4,2,3,0
546020,1,4,2,2,0
549404,1,4,2,2,0
552995,1,4,2,3,0
561430,1,4,2,3,0
569752,1,4,2,2,0
570950,1,4,2,3,0
572830,1,4,2,3,0
582452,1,4,2,3,0
612836,1,4,2,2,0
625407,1,4,2,2,0
626183,1,4,2,3,0
635925,1,4,2,2,0
643926,1,4,2,3,0
644400,1,4,2,3,0
650817,1,4,2,3,0
651133,1,4,2,2,0
682990,1,4,2,3,0
683167,1,4,2,3,0
695116,1,4,2,3,0
695789,1,4,2,2,0
696662,1,4,2,3,0
696672,1,4,2,3,0
719499,1,4,2,3,0
721420,1,4,2,3,0
724677,1,4,2,3,0
731033,1,4,2,3,0
755918,1,4,2,3,0
